"Notes"	"Vaccine"	"Vaccine Code"	"Year Died"	"Year Died Code"	"Year Reported"	"Year Reported Code"	Events Reported	Percent
	"HIB (HIBTITER)"	"35"	"1995"	"1995"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"1995"	"1995"			13	0.00%
	"HIB (HIBTITER)"	"35"	"1996"	"1996"	"1996"	"1996"	10	0.00%
	"HIB (HIBTITER)"	"35"	"1996"	"1996"	"1997"	"1997"	1	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"1996"	"1996"			11	0.00%
	"HIB (HIBTITER)"	"35"	"1997"	"1997"	"1997"	"1997"	16	0.00%
	"HIB (HIBTITER)"	"35"	"1997"	"1997"	"1998"	"1998"	2	0.00%
	"HIB (HIBTITER)"	"35"	"1997"	"1997"	"Unknown Date"	"9999"	2	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"1997"	"1997"			20	0.00%
	"HIB (HIBTITER)"	"35"	"1998"	"1998"	"1998"	"1998"	30	0.01%
	"HIB (HIBTITER)"	"35"	"1998"	"1998"	"1999"	"1999"	1	0.00%
	"HIB (HIBTITER)"	"35"	"1998"	"1998"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"1998"	"1998"			32	0.01%
	"HIB (HIBTITER)"	"35"	"1999"	"1999"	"1999"	"1999"	15	0.00%
	"HIB (HIBTITER)"	"35"	"1999"	"1999"	"2000"	"2000"	1	0.00%
	"HIB (HIBTITER)"	"35"	"1999"	"1999"	"2001"	"2001"	1	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"1999"	"1999"			17	0.00%
	"HIB (HIBTITER)"	"35"	"2000"	"2000"	"2000"	"2000"	19	0.00%
	"HIB (HIBTITER)"	"35"	"2000"	"2000"	"2001"	"2001"	5	0.00%
	"HIB (HIBTITER)"	"35"	"2000"	"2000"	"2004"	"2004"	2	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"2000"	"2000"			26	0.00%
	"HIB (HIBTITER)"	"35"	"2001"	"2001"	"2001"	"2001"	20	0.00%
	"HIB (HIBTITER)"	"35"	"2001"	"2001"	"2002"	"2002"	5	0.00%
	"HIB (HIBTITER)"	"35"	"2001"	"2001"	"2004"	"2004"	1	0.00%
	"HIB (HIBTITER)"	"35"	"2001"	"2001"	"2005"	"2005"	1	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"2001"	"2001"			27	0.00%
	"HIB (HIBTITER)"	"35"	"2002"	"2002"	"2001"	"2001"	1	0.00%
	"HIB (HIBTITER)"	"35"	"2002"	"2002"	"2002"	"2002"	8	0.00%
	"HIB (HIBTITER)"	"35"	"2002"	"2002"	"2003"	"2003"	1	0.00%
	"HIB (HIBTITER)"	"35"	"2002"	"2002"	"2005"	"2005"	1	0.00%
	"HIB (HIBTITER)"	"35"	"2002"	"2002"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"2002"	"2002"			12	0.00%
	"HIB (HIBTITER)"	"35"	"2003"	"2003"	"2003"	"2003"	2	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"2003"	"2003"			2	0.00%
	"HIB (HIBTITER)"	"35"	"2006"	"2006"	"2007"	"2007"	1	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"2006"	"2006"			1	0.00%
	"HIB (HIBTITER)"	"35"	"Unknown Date"	"9999"	"1991"	"1991"	5	0.00%
	"HIB (HIBTITER)"	"35"	"Unknown Date"	"9999"	"1992"	"1992"	4	0.00%
	"HIB (HIBTITER)"	"35"	"Unknown Date"	"9999"	"1993"	"1993"	4	0.00%
	"HIB (HIBTITER)"	"35"	"Unknown Date"	"9999"	"1994"	"1994"	1	0.00%
	"HIB (HIBTITER)"	"35"	"Unknown Date"	"9999"	"1999"	"1999"	3	0.00%
	"HIB (HIBTITER)"	"35"	"Unknown Date"	"9999"	"2000"	"2000"	1	0.00%
	"HIB (HIBTITER)"	"35"	"Unknown Date"	"9999"	"2003"	"2003"	1	0.00%
	"HIB (HIBTITER)"	"35"	"Unknown Date"	"9999"	"Unknown Date"	"9999"	6	0.00%
"Total"	"HIB (HIBTITER)"	"35"	"Unknown Date"	"9999"			25	0.00%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"1990"	"1990"	92	0.02%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"1991"	"1991"	2511	0.46%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"1992"	"1992"	2680	0.50%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"1993"	"1993"	2207	0.41%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"1994"	"1994"	1498	0.28%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"1995"	"1995"	451	0.08%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"1996"	"1996"	354	0.07%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"1997"	"1997"	473	0.09%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"1998"	"1998"	520	0.10%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"1999"	"1999"	622	0.11%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2000"	"2000"	638	0.12%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2001"	"2001"	536	0.10%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2002"	"2002"	379	0.07%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2003"	"2003"	87	0.02%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2004"	"2004"	45	0.01%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2005"	"2005"	43	0.01%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2006"	"2006"	40	0.01%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2007"	"2007"	39	0.01%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2008"	"2008"	7	0.00%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2009"	"2009"	6	0.00%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2011"	"2011"	8	0.00%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2013"	"2013"	2	0.00%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2015"	"2015"	2	0.00%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2016"	"2016"	3	0.00%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"2017"	"2017"	1	0.00%
	"HIB (HIBTITER)"	"35"	"No Death"	"9998"	"Unknown Date"	"9999"	561	0.10%
"Total"	"HIB (HIBTITER)"	"35"	"No Death"	"9998"			13805	2.55%
"Total"	"HIB (HIBTITER)"	"35"					14367	2.65%
	"HIB (NO BRAND NAME)"	"111"	"1991"	"1991"	"1992"	"1992"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"1991"	"1991"			1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1992"	"1992"	"1992"	"1992"	3	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"1992"	"1992"			3	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1993"	"1993"	"1993"	"1993"	4	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1993"	"1993"	"1994"	"1994"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1993"	"1993"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"1993"	"1993"			6	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1994"	"1994"	"1995"	"1995"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"1994"	"1994"			1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1996"	"1996"	"1997"	"1997"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"1996"	"1996"			1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1997"	"1997"	"1997"	"1997"	3	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1997"	"1997"	"2000"	"2000"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"1997"	"1997"			4	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1998"	"1998"	"1998"	"1998"	5	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1998"	"1998"	"2003"	"2003"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"1998"	"1998"			6	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1999"	"1999"	"1999"	"1999"	2	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1999"	"1999"	"2000"	"2000"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"1999"	"1999"	"2001"	"2001"	2	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"1999"	"1999"			5	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2000"	"2000"	"2000"	"2000"	2	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2000"	"2000"			2	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2001"	"2001"	"2001"	"2001"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2001"	"2001"			1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2002"	"2002"	"2002"	"2002"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2002"	"2002"	"2003"	"2003"	2	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2002"	"2002"			3	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2003"	"2003"	"2003"	"2003"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2003"	"2003"	"2004"	"2004"	4	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2003"	"2003"			5	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2004"	"2004"	"2004"	"2004"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2004"	"2004"	"2006"	"2006"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2004"	"2004"			2	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2005"	"2005"	"2005"	"2005"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2005"	"2005"	"2006"	"2006"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2005"	"2005"			2	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2006"	"2006"	"2006"	"2006"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2006"	"2006"			1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2007"	"2007"	"2007"	"2007"	2	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2007"	"2007"			2	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2008"	"2008"	"2008"	"2008"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2008"	"2008"			1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2014"	"2014"	"2014"	"2014"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2014"	"2014"	"2015"	"2015"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2014"	"2014"			2	0.00%
	"HIB (NO BRAND NAME)"	"111"	"2016"	"2016"	"2017"	"2017"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"2016"	"2016"			1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"Unknown Date"	"9999"	"1990"	"1990"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"Unknown Date"	"9999"	"1997"	"1997"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"Unknown Date"	"9999"	"2010"	"2010"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"Unknown Date"	"9999"	"2011"	"2011"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"Unknown Date"	"9999"	"2015"	"2015"	1	0.00%
"Total"	"HIB (NO BRAND NAME)"	"111"	"Unknown Date"	"9999"			5	0.00%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1978"	"1978"	1	0.00%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1990"	"1990"	3	0.00%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1991"	"1991"	26	0.00%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1992"	"1992"	52	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1993"	"1993"	39	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1994"	"1994"	54	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1995"	"1995"	67	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1996"	"1996"	48	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1997"	"1997"	45	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1998"	"1998"	66	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"1999"	"1999"	95	0.02%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2000"	"2000"	76	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2001"	"2001"	68	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2002"	"2002"	77	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2003"	"2003"	103	0.02%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2004"	"2004"	137	0.03%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2005"	"2005"	113	0.02%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2006"	"2006"	131	0.02%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2007"	"2007"	173	0.03%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2008"	"2008"	128	0.02%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2009"	"2009"	96	0.02%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2010"	"2010"	142	0.03%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2011"	"2011"	142	0.03%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2012"	"2012"	127	0.02%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2013"	"2013"	142	0.03%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2014"	"2014"	137	0.03%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2015"	"2015"	119	0.02%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2016"	"2016"	147	0.03%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"2017"	"2017"	48	0.01%
	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"	"Unknown Date"	"9999"	124	0.02%
"Total"	"HIB (NO BRAND NAME)"	"111"	"No Death"	"9998"			2726	0.50%
"Total"	"HIB (NO BRAND NAME)"	"111"					2780	0.51%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"1998"	"1998"	1	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2002"	"2002"	4	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2003"	"2003"	5	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2004"	"2004"	10	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2005"	"2005"	2	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2006"	"2006"	2	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2007"	"2007"	4	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2008"	"2008"	4	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2009"	"2009"	8	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2010"	"2010"	4	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2011"	"2011"	3	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2012"	"2012"	1	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2013"	"2013"	6	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2014"	"2014"	3	0.00%
	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"	"2017"	"2017"	2	0.00%
"Total"	"HIB (OMNIHIB)"	"1028"	"No Death"	"9998"			59	0.01%
"Total"	"HIB (OMNIHIB)"	"1028"					59	0.01%
	"HIB (PEDVAXHIB)"	"129"	"1991"	"1991"	"1991"	"1991"	5	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1991"	"1991"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"1991"	"1991"			6	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1992"	"1992"	"1992"	"1992"	3	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"1992"	"1992"			3	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1993"	"1993"	"1993"	"1993"	3	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1993"	"1993"	"1994"	"1994"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"1993"	"1993"			4	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1994"	"1994"	"1994"	"1994"	3	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1994"	"1994"	"1995"	"1995"	1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1994"	"1994"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"1994"	"1994"			5	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1995"	"1995"	"1995"	"1995"	2	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1995"	"1995"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"1995"	"1995"			3	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1996"	"1996"	"1996"	"1996"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"1996"	"1996"			1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1997"	"1997"	"1997"	"1997"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"1997"	"1997"			1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1998"	"1998"	"1998"	"1998"	6	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1998"	"1998"	"1999"	"1999"	3	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1998"	"1998"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"1998"	"1998"			10	0.00%
	"HIB (PEDVAXHIB)"	"129"	"1999"	"1999"	"1999"	"1999"	11	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"1999"	"1999"			11	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2000"	"2000"	"2000"	"2000"	2	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2000"	"2000"			2	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2001"	"2001"	"2001"	"2001"	4	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2001"	"2001"	"2002"	"2002"	1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2001"	"2001"	"2004"	"2004"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2001"	"2001"			6	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2002"	"2002"	"2002"	"2002"	3	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2002"	"2002"	"2003"	"2003"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2002"	"2002"			4	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2003"	"2003"	"2003"	"2003"	5	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2003"	"2003"	"2004"	"2004"	2	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2003"	"2003"			7	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2004"	"2004"	"2004"	"2004"	13	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2004"	"2004"	"2005"	"2005"	1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2004"	"2004"	"2007"	"2007"	1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2004"	"2004"	"2010"	"2010"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2004"	"2004"			16	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2005"	"2005"	"2005"	"2005"	20	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2005"	"2005"	"2006"	"2006"	1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2005"	"2005"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2005"	"2005"			22	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2006"	"2006"	"2006"	"2006"	18	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2006"	"2006"	"2007"	"2007"	2	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2006"	"2006"	"2008"	"2008"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2006"	"2006"			21	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2007"	"2007"	"2007"	"2007"	30	0.01%
	"HIB (PEDVAXHIB)"	"129"	"2007"	"2007"	"2008"	"2008"	3	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2007"	"2007"	"Unknown Date"	"9999"	2	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2007"	"2007"			35	0.01%
	"HIB (PEDVAXHIB)"	"129"	"2008"	"2008"	"2008"	"2008"	9	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2008"	"2008"	"2011"	"2011"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2008"	"2008"			10	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2009"	"2009"	"2009"	"2009"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2009"	"2009"			1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2010"	"2010"	"2010"	"2010"	3	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2010"	"2010"			3	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2011"	"2011"	"2011"	"2011"	2	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2011"	"2011"			2	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2012"	"2012"	"2012"	"2012"	9	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2012"	"2012"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2012"	"2012"			10	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2013"	"2013"	"2013"	"2013"	7	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2013"	"2013"	"2014"	"2014"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2013"	"2013"			8	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2014"	"2014"	"2014"	"2014"	7	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2014"	"2014"			7	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2015"	"2015"	"2015"	"2015"	9	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2015"	"2015"	"Unknown Date"	"9999"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2015"	"2015"			10	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2016"	"2016"	"2016"	"2016"	14	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2016"	"2016"			14	0.00%
	"HIB (PEDVAXHIB)"	"129"	"2017"	"2017"	"2017"	"2017"	4	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"2017"	"2017"			4	0.00%
	"HIB (PEDVAXHIB)"	"129"	"Unknown Date"	"9999"	"1992"	"1992"	2	0.00%
	"HIB (PEDVAXHIB)"	"129"	"Unknown Date"	"9999"	"1994"	"1994"	5	0.00%
	"HIB (PEDVAXHIB)"	"129"	"Unknown Date"	"9999"	"1995"	"1995"	1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"Unknown Date"	"9999"	"2005"	"2005"	1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"Unknown Date"	"9999"	"2007"	"2007"	3	0.00%
	"HIB (PEDVAXHIB)"	"129"	"Unknown Date"	"9999"	"2008"	"2008"	1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"Unknown Date"	"9999"	"2009"	"2009"	3	0.00%
	"HIB (PEDVAXHIB)"	"129"	"Unknown Date"	"9999"	"2010"	"2010"	1	0.00%
	"HIB (PEDVAXHIB)"	"129"	"Unknown Date"	"9999"	"2016"	"2016"	1	0.00%
"Total"	"HIB (PEDVAXHIB)"	"129"	"Unknown Date"	"9999"			18	0.00%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"1990"	"1990"	6	0.00%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"1991"	"1991"	63	0.01%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"1992"	"1992"	69	0.01%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"1993"	"1993"	80	0.01%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"1994"	"1994"	155	0.03%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"1995"	"1995"	146	0.03%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"1996"	"1996"	22	0.00%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"1997"	"1997"	20	0.00%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"1998"	"1998"	228	0.04%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"1999"	"1999"	353	0.07%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2000"	"2000"	217	0.04%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2001"	"2001"	234	0.04%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2002"	"2002"	246	0.05%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2003"	"2003"	285	0.05%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2004"	"2004"	458	0.08%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2005"	"2005"	567	0.10%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2006"	"2006"	686	0.13%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2007"	"2007"	944	0.17%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2008"	"2008"	299	0.06%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2009"	"2009"	107	0.02%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2010"	"2010"	163	0.03%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2011"	"2011"	264	0.05%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2012"	"2012"	299	0.06%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2013"	"2013"	430	0.08%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2014"	"2014"	764	0.14%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2015"	"2015"	1018	0.19%
	"HIB (PEDVAXHIB)"	"129"	"No Death"	"9998"	"2016"	"2016"	934	0.17%
